,movie_id,title,genre,description
2393,2462,"Return of the Texas Chainsaw Massacre, The (1994)",Horror,This 55 minute documentary includes on-set footage and interviews with the cast and crew. It is a fascinating behind-the-scenes look at the film that went on to become the black sheep of the Texas Chainsaw franchise.
2394,2463,Ruthless People (1986),Comedy,"A couple, cheated by a vile businessman, kidnap his wife in retaliation, without knowing that their enemy is delighted they did."
2395,2464,Trick or Treat (1986),Horror,"A bullied teenage boy is devastated after the death of his heavy metal idol, Sammi Curr. But as Hallowe'en night approaches, he discovers that he may be the only one who can stop Sammi from making a Satanic comeback from beyond the grave."
2396,2465,Deadly Friend (1986),Horror,"After his friend is killed by her abusive father, the new kid in town attempts to save her by implanting robotic microchips into her brain."
2397,2466,Belizaire the Cajun (1986),Drama,A Cajun man attempts to save his town.
2398,2467,"Name of the Rose, The (1986)",Mystery,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.
2399,2468,Jumpin' Jack Flash (1986),Action Comedy Romance Thriller,"A computer wiz woman/W.Goldberg works at a computer terminal in a NYC bank. One day she gets a strange message and breaks the code. Suddenly, she finds herself in the middle of dangerous spy business."
2400,2469,Peggy Sue Got Married (1986),Comedy Romance,"Peggy Sue faints at a high school reunion. When she wakes up, she finds herself in her own past, just before she finished school."
2401,2470,Crocodile Dundee (1986),Adventure Comedy,An American reporter goes to the Australian outback to meet an eccentric crocodile poacher and invites him to New York City.
2402,2471,Crocodile Dundee II (1988),Adventure Comedy,Australian outback expert protects his New York love from gangsters who've followed her down under.
2403,2472,Tough Guys (1986),Comedy,Two elderly gangsters are released from prison only to find they have trouble fitting in as old men who still take no guff from anyone.
2404,2473,Soul Man (1986),Comedy,"To achieve his dream of attending Harvard, a pampered teen poses as a young black man to receive a full scholarship."
2405,2474,"Color of Money, The (1986)",Drama,"Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback."
2406,2475,52 Pick-Up (1986),Action Mystery Thriller,A secret fling between a man and his mistress leads to blackmail and murder.
2407,2476,Heartbreak Ridge (1986),Action War,"Hard-nosed, hard-living Marine Gunnery Sergeant Tom Highway ("
2408,2477,Firewalker (1986),Adventure,A pair of adventurers try to track down an ancient Aztec/Mayan/Egyptian/Apache hoard of gold.
2409,2478,Three Amigos! (1986),Comedy Western,"Three actors accept an invitation to a Mexican village to perform their onscreen bandit fighter roles, unaware that it is the real thing."
2410,2479,Gloria (1999),Drama Thriller,"After serving three years in prison covering for her gangster boyfriend, Kevin, Gloria returns to New York City for the money she was promised. Inside Kevin's base of operations, she finds 7 year old Nicky, whose family has been killed."
2411,2480,Dry Cleaning (Nettoyage � sec) (1997),Drama,A bored couple takes in a young man who turns their lives inside out
2412,2481,My Name Is Joe (1998),Drama Romance,"Two thirtysomethings, unemployed former alcoholic Joe and community health worker Sarah, start a romantic relationship in the one of the toughest Glasgow neighbourhoods."
2413,2482,Still Crazy (1998),Comedy Romance,"Fame, fortune and fornication drove the British rock band in the '70s until a divine end. 20 years later, Strange Fruit reunites and goes on a tour with ups and downs on the continent."
2414,2483,"Day of the Beast, The (El D�a de la bestia) (1995)",Comedy Horror Thriller, Tanya 
2415,2484,Tinseltown (1998),Comedy, Tanya 
2416,2485,She's All That (1999),Comedy Romance,A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.
2417,2486,24-hour Woman (1998),Drama,Grace tries to be the perfect mother and TV producer but finds trouble in juggling both.
2418,2487,"Blood, Guts, Bullets and Octane (1998)",Action Comedy,"A Cherry Pontiac Lemans Convertible...Two Days...Two-Hundred & Fifty Grand. When your lemon lot hits the skids you glom the gig no matter what the smell. For Bob and Sid, two slicked-back ..."
2419,2488,Peeping Tom (1960),Drama Horror Thriller,"A young man murders women, using a movie camera to film their dying expressions of terror."
2420,2489,Spanish Fly (1998),Drama,A woman reporter in over her head in trying to write a book on the male machismo in Spain finds the men don't match her story's expectations. She also finds herself involved in relationships with the wrong men.
2421,2490,Payback (1999),Action Thriller,"After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money."
2422,2491,Simply Irresistible (1999),Comedy Romance,"A magical crab works wonders for a terrible chef's culinary skills, leading her towards the man of her dreams."
2423,2492,20 Dates (1998),Comedy,A documentary type film about the dates Myles has gone on as he tries to find out how to find love in the future.
2424,2493,"Harmonists, The (1997)",Drama,"The film chronicles the rise and fall of Germany's most famous a capella group, the Comedian Harmonists, in 1930s Germany."
2425,2494,"Last Days, The (1998)",Documentary,"Story of two female Manhattan book editors fresh out of college, both finding love and themselves while frequenting the local disco."
2426,2495,"Fantastic Planet, The (La Plan�te sauvage) (1973)",Animation Sci-Fi, Tanya 
2427,2496,Blast from the Past (1999),Comedy Romance,A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.
2428,2497,Message in a Bottle (1999),Romance,"A woman discovers a tragic love letter in a bottle on a beach, and is determined to track down its author."
2429,2498,My Favorite Martian (1999),Comedy Sci-Fi,A Martian lands on Earth and makes friends with a reporter.
2430,2499,God Said 'Ha!' (1998),Comedy,Julia Sweeney tells the viewers the monologue about the hard time in her life when her brother fought with cancer and she was also diagnosed with a rare form of cancer.
2431,2500,Jawbreaker (1999),Comedy,Three of the most popular girls at Reagan High accidentally kill the prom queen with a jawbreaker when a kidnapping goes horribly wrong.
2432,2501,October Sky (1999),Drama,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
2433,2502,Office Space (1999),Comedy Romance,Three company workers who hate their jobs decide to rebel against their greedy boss.
2434,2503,"Apple, The (Sib) (1998)",Drama,"After twelve years of imprisonment by their own parents, two sisters are finally released by social workers to face the outside world for the first time."
2435,2504,200 Cigarettes (1999),Comedy Drama,"A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses."
2436,2505,8MM (1999),Thriller,"A private investigator is hired to discover if a ""snuff film"" is authentic or not."
2437,2506,"Other Sister, The (1999)",Comedy Drama Romance,
2438,2507,Breakfast of Champions (1999),Comedy,A rich car dealer is losing his mind. His son lives in the bomb shelter. His suicidal wife has an affair with his transvestite sales manager.
2439,2508,"Breaks, The (1999)",Drama,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame."
2440,2509,Eight Days a Week (1997),Comedy,"Peter loves his next door neighbour Erica and, on the advice of his grandfather, decides to camp out on her front lawn for the entire summer, or until she agrees to go out with him. His ..."
2441,2510,Just the Ticket (1999),Comedy Romance,
2442,2511,"Long Goodbye, The (1973)",Crime,"Kara Tippetts, a wife and young mother with terminal breast cancer shares the raw edges of dying with grace, dignity and a sense of humor."
2443,2512,"Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama, Tanya 
2444,2513,Pet Sematary (1989),Horror,"After tragedy strikes, a grieving father discovers an ancient burial ground behind his home with the power to raise the dead."
2445,2514,Pet Sematary II (1992),Horror,"A teenage boy and his father move to his recently-deceased mother's hometown, where they encounter the ancient Native American cemetery with the power to raise the dead."
2446,2515,Children of the Corn II: The Final Sacrifice (1993),Horror,"A journalist and his son travel to Nebraska to investigate the mysterious town of Gatlin where, unbeknownst to them, a murderous cult of children are still waiting in the corn fields."
2447,2516,Children of the Corn III (1994),Horror,"Two brothers connected to the murderous children's cult of Gatlin, Nebraska are taken to Chicago by an adoptive couple."
2448,2517,Christine (1983),Horror,A nerdish boy buys a strange car with an evil mind of its own and his nature starts to change to reflect it.
2449,2518,Night Shift (1982),Comedy,"A morgue attendant is talked into running a brothel at his workplace after a deceased pimp is sent there. However, the pimp's killers don't look too kindly on this new 'business', nor does the morgue's owner."
2450,2519,House on Haunted Hill (1958),Horror,"An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past."
